"ActivityDT","ClinicalEvent","SourceHost","SourceDatabase","SourceTable"
"01/06/2016",323157,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/06/2017",1595,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/06/2018",380246,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/07/2012",36935,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/07/2013",66751,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/07/2014",97993,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/07/2015",226130,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/07/2016",313313,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/07/2017",290176,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/07/2018",293778,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/08/2012",41074,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/08/2013",62320,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/08/2014",94606,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/08/2015",171492,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/08/2016",338355,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/08/2017",372278,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/09/2012",32361,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/09/2013",56473,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/09/2014",99542,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/09/2015",234809,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/09/2016",331819,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/09/2017",354270,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/10/2012",45530,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/10/2013",72834,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/10/2014",119594,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/10/2015",232804,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/10/2016",421999,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/10/2017",289481,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/11/2012",37289,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/11/2013",70270,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/11/2014",102038,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/11/2015",173079,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/11/2016",449671,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/11/2017",386715,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/12/2011",171,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/12/2012",36013,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/12/2013",53017,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/12/2014",148211,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/12/2015",258343,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/12/2016",357950,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"01/12/2017",386419,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/01/2012",38848,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/01/2013",41637,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/01/2014",78100,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/01/2015",142324,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/01/2016",194138,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/01/2017",963,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/01/2018",395343,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/02/2012",42793,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/02/2013",35288,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/02/2014",62541,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/02/2015",162169,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/02/2016",3732,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/02/2017",382033,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/02/2018",393163,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/03/2012",48463,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/03/2013",36474,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/03/2014",63080,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/03/2015",181480,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/03/2016",310913,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/03/2017",364345,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/03/2018",333652,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/04/2012",48662,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/04/2013",48085,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/04/2014",97326,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/04/2015",203715,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/04/2016",244556,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/04/2017",289162,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/04/2018",306058,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/05/2012",38982,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/05/2013",57332,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/05/2014",90729,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/05/2015",164543,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/05/2016",253128,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/05/2017",390519,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/05/2018",403734,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/06/2012",32832,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/06/2013",39917,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/06/2014",108722,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/06/2015",236100,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/06/2016",314205,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/06/2017",1996,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/06/2018",292043,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/07/2012",37990,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/07/2013",65943,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/07/2014",103694,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/07/2015",229007,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/07/2016",247674,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/07/2017",282889,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/07/2018",412934,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/08/2012",34868,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/08/2013",60551,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/08/2014",67779,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/08/2015",165187,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/08/2016",347170,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/08/2017",375813,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/09/2012",33476,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/09/2013",57738,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/09/2014",102118,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/09/2015",240578,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/09/2016",312900,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/09/2017",274037,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/10/2012",39661,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/10/2013",73798,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/10/2014",109923,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/10/2015",220277,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/10/2016",442199,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/10/2017",383703,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/11/2012",35833,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/11/2013",52387,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/11/2014",102230,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/11/2015",242745,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/11/2016",456583,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/11/2017",395700,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/12/2011",753,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/12/2012",33051,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/12/2013",76373,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/12/2014",152892,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/12/2015",272736,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/12/2016",353052,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"02/12/2017",305910,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/01/2012",42134,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/01/2013",44516,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/01/2014",79292,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/01/2015",116827,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/01/2016",187950,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/01/2017",3270,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/01/2018",395041,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/02/2012",43920,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/02/2013",39529,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/02/2014",87114,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/02/2015",167444,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/02/2016",6560,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/02/2017",375998,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/02/2018",305652,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/03/2012",40407,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/03/2013",38890,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/03/2014",84693,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/03/2015",188377,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/03/2016",314222,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/03/2017",358441,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/03/2018",288535,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/04/2012",52669,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/04/2013",49691,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/04/2014",94763,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/04/2015",154573,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/04/2016",253304,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/04/2017",366733,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/04/2018",402458,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/05/2012",37262,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/05/2013",51386,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/05/2014",62468,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/05/2015",165556,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/05/2016",330879,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/05/2017",387269,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/05/2018",416269,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/06/2012",32822,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/06/2013",55640,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/06/2014",96442,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/06/2015",233296,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/06/2016",311728,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/06/2017",1446,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/06/2018",299016,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/07/2012",38300,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/07/2013",65967,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/07/2014",101238,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/07/2015",226909,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/07/2016",253755,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/07/2017",378371,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/07/2018",416407,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/08/2012",34170,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/08/2013",45792,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/08/2014",69186,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/08/2015",224521,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/08/2016",344704,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/08/2017",359130,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/09/2012",38998,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/09/2013",64461,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/09/2014",100270,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/09/2015",231979,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/09/2016",248671,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"03/09/2017",260222,"oxnetdwp01.oxnet.nhs.uk","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
